scene,planner,solved,time_ms_p10,time_ms_p25,time_ms_p50,time_ms_p75,time_ms_p90,vertices_p10,vertices_p25,vertices_p50,vertices_p75,vertices_p90,evaluations_p10,evaluations_p25,evaluations_p50,evaluations_p75,evaluations_p90
box,qp-fixed,60,2.4130680000000004,3.3094525,6.628575,12.3779,23.43203,32.0,37.0,60.5,97.75,163.0,1786.8,2345.75,4521.0,7843.0,14611.600000000002
box,qp-lipsch,60,1.2798155000000002,2.47919,3.713025,7.7932075,13.63229,17.8,24.75,32.5,51.0,86.30000000000001,628.9000000000001,1193.75,1788.5,3625.0,6686.0
box,qp-free,60,3.4006879999999997,4.1276874999999995,7.91373,11.552050000000001,19.178330000000003,50.5,62.0,110.5,160.5,252.70000000000002,2920.8,3631.75,6833.0,9965.75,16843.2
box,qp-envelope,60,1.2080406000000001,1.95725,3.4539800000000005,5.1668575,9.056431000000003,14.0,19.0,30.0,43.25,64.70000000000002,501.40000000000003,861.25,1495.5,2243.75,3883.200000000001
cage,rrtconnect,60,34.520779999999995,59.607,127.10500000000002,224.08774999999997,375.65520000000004,190.9,325.0,682.5,1184.25,1992.0,38880.3,66912.5,140837.5,244489.0,407515.4
cage,qp-fixed,60,82.30641,114.99975,201.3375,280.2135,329.70590000000004,402.5,502.0,784.0,1032.0,1185.0,46597.3,65951.0,114220.5,156437.5,184643.1
cage,qp-lipsch,60,47.7204,69.6094,105.5795,167.8275,247.13570000000004,233.3,297.5,412.0,589.0,775.1,21753.1,31408.75,47026.0,76600.5,111330.50000000001
cage,qp-free,60,88.51604,146.4915,196.3105,269.563,402.1847,964.6,1576.75,1928.5,2562.0,3653.1000000000004,72945.90000000001,117363.0,155509.0,207200.5,306875.7
cage,qp-envelope,60,42.84045999999999,58.81505,93.19645,142.6295,215.01900000000003,200.20000000000002,247.5,371.0,507.5,698.7000000000002,18727.8,25811.25,39765.0,61830.25,92000.10000000002
table_pick,rrtconnect,33,1.0154468,1.45857,2.56502,4.1316,6.546862,8.2,11.0,17.0,26.0,38.0,1155.6,1662.0,2919.0,4719.0,7399.6
table_pick,qp-fixed,33,0.4689358,0.7191,3.86559,5.87775,7.730748,12.0,20.0,42.0,57.0,72.6,393.8,547.0,3041.0,4247.0,6078.400000000001
table_pick,qp-lipsch,33,0.120371,0.28088100000000005,0.778555,2.86677,5.261504,7.0,9.0,14.0,28.0,38.0,64.6,143.0,386.0,1332.0,2350.2000000000003
table_pick,qp-free,33,2.822464,4.77616,5.96068,14.0,22.748880000000003,56.4,72.0,110.0,226.0,342.8,2646.2,4279.0,5518.0,12873.0,20318.600000000002
table_pick,qp-envelope,33,0.14973359999999997,0.24910500000000002,0.690194,2.98827,5.221618,6.2,8.0,13.0,28.0,38.8,48.0,98.0,279.0,1280.0,2220.6000000000004
table_under_pick,rrtconnect,27,1.77334,2.321875,3.3097399999999997,4.85792,6.33321,12.6,15.5,21.0,29.5,37.800000000000004,2004.0,2660.0,3825.0,5506.0,7275.800000000001
table_under_pick,qp-fixed,27,2.988602,4.572505,10.2699,31.47365,43.4504,30.6,45.5,76.0,200.5,244.0,1961.6,3233.0,6715.0,19828.0,26204.4
table_under_pick,qp-lipsch,27,2.179628,3.62432,6.45486,12.1599,15.60262,20.2,27.0,41.0,64.0,93.20000000000003,1075.0,1718.0,3234.0,5706.0,7331.0
table_under_pick,qp-free,27,4.36944,5.38367,9.05571,11.33185,13.75882,59.0,92.5,127.0,159.5,183.4,3945.2,4821.5,7999.0,9949.0,11748.800000000001
table_under_pick,qp-envelope,27,1.753212,3.4211850000000004,4.18366,10.000545,14.675040000000003,18.2,23.5,34.0,52.5,76.0,755.8,1500.5,1875.0,4468.0,6377.200000000001
